"","txsize","txvirtualsize","txinputs_count","txoutputs_count","txinput_val","txoutput_val","txfee","Min_received","Max_received","Avg_received","Total_received","Stdev_received","Var_received","Min_sent","Max_sent","Avg_sent","Total_sent","Stdev_sent","Var_sent"
"15",2324,2324,20,1,1e+11,1e+11,0,1000,1000,1000,1000,0,0,50,50,50,1000,0,0
"16",2324,2324,20,1,1e+11,1e+11,0,1000,1000,1000,1000,0,0,50,50,50,1000,0,0
"17",224,224,1,1,1e+11,1e+11,0,1000,1000,1000,1000,0,0,1000,1000,1000,1000,0,0
"18",2318,2318,20,1,1e+11,1e+11,0,1000,1000,1000,1000,0,0,50,50,50,1000,0,0
"19",999,999,8,1,3.99e+10,3.99e+10,0,399,399,399,399,0,0,49,50,49.875,399,0.353553390593274,0.125
"20",4606,4606,40,1,2e+11,2e+11,0,2000,2000,2000,2000,0,0,50,50,50,2000,0,0
"21",6883,6883,60,1,3e+11,3e+11,0,3000,3000,3000,3000,0,0,50,50,50,3000,0,0
"22",6876,6876,60,1,3e+11,3e+11,0,3000,3000,3000,3000,0,0,50,50,50,3000,0,0
"23",1985,1985,17,1,8.5e+10,8.5e+10,0,850,850,850,850,0,0,50,50,50,850,0,0
"24",726,726,6,1,2.75e+10,2.75e+10,0,275,275,275,275,0,0,25,50,45.833333333,275,10.2062072615966,104.166666666667
"25",1871,1871,16,1,8e+10,8e+10,0,800,800,800,800,0,0,50,50,50,800,0,0
"26",4150,4150,36,1,1.8e+11,1.8e+11,0,1800,1800,1800,1800,0,0,50,50,50,1800,0,0
"27",316,316,2,1,1.88e+10,1.88e+10,0,188,188,188,188,0,0,1,187,94,188,131.521861300698,17298
"28",1417,1417,12,1,6e+10,6e+10,0,600,600,600,600,0,0,50,50,50,600,0,0
"29",1410,1410,12,1,6e+10,6e+10,0,600,600,600,600,0,0,50,50,50,600,0,0
"30",3693,3693,32,1,1.6e+11,1.6e+11,0,1600,1600,1600,1600,0,0,50,50,50,1600,0,0
"31",1185,1185,10,1,5e+10,5e+10,0,500,500,500,500,0,0,50,50,50,500,0,0
"32",1220,1220,10,1,5e+10,5e+10,0,500,500,500,500,0,0,50,50,50,500,0,0
"33",1187,1187,10,1,5e+10,5e+10,0,500,500,500,500,0,0,50,50,50,500,0,0
"34",1182,1182,10,1,5e+10,5e+10,0,500,500,500,500,0,0,50,50,50,500,0,0
"35",3584,3584,31,1,1.55e+11,1.55e+11,0,1550,1550,1550,1550,0,0,50,50,50,1550,0,0
"36",2095,2095,18,1,8.9976e+10,8.9976e+10,0,899.76,899.76,899.76,899.76,0,0,49.76,50,49.986666667,899.76,0.0565685424949238,0.0032
"37",3469,3469,30,1,1.5e+11,1.5e+11,0,1500,1500,1500,1500,0,0,50,50,50,1500,0,0
"38",3463,3463,30,1,1.5e+11,1.5e+11,0,1500,1500,1500,1500,0,0,50,50,50,1500,0,0
"39",3464,3464,30,1,1.5e+11,1.5e+11,0,1500,1500,1500,1500,0,0,50,50,50,1500,0,0
"40",997,997,8,1,4e+10,4e+10,0,400,400,400,400,0,0,50,50,50,400,0,0
"41",953,953,8,1,4e+10,4e+10,0,400,400,400,400,0,0,50,50,50,400,0,0
"42",3235,3235,28,1,1.4e+11,1.4e+11,0,1400,1400,1400,1400,0,0,50,50,50,1400,0,0
"43",728,728,6,1,3e+10,3e+10,0,300,300,300,300,0,0,50,50,50,300,0,0
"44",8020,8020,70,1,3.5e+11,3.5e+11,0,3500,3500,3500,3500,0,0,50,50,50,3500,0,0
"45",5511,5511,48,1,2.4e+11,2.4e+11,0,2400,2400,2400,2400,0,0,50,50,50,2400,0,0
"46",2784,2784,24,1,1.2e+11,1.2e+11,0,1200,1200,1200,1200,0,0,50,50,50,1200,0,0
"47",5220,5220,45,1,2.25e+11,2.25e+11,0,2250,2250,2250,2250,0,0,50,50,50,2250,0,0
"48",272,272,2,1,1e+10,1e+10,0,100,100,100,100,0,0,50,50,50,100,0,0
"49",274,274,2,1,1e+10,1e+10,0,100,100,100,100,0,0,50,50,50,100,0,0
"50",350,350,2,2,1e+10,9.99e+09,10000000,49.9,50,49.95,99.9,0.0707106781186548,0.005,50,50,50,100,0,0
"51",5055,5055,44,1,2.2e+11,2.2e+11,0,2200,2200,2200,2200,0,0,50,50,50,2200,0,0
"52",224,224,1,1,1.595435e+12,1.595435e+12,0,15954.35,15954.35,15954.35,15954.35,0,0,15954.35,15954.35,15954.35,15954.35,0,0
"53",1301,1301,11,1,4.9853e+10,4.9853e+10,0,498.53,498.53,498.53,498.53,0,0,0.13,50,45.320909091,498.53,14.9958130520125,224.874409090909
