"","txsize","txvirtualsize","txinputs_count","txoutputs_count","txinput_val","txoutput_val","txfee","Min_received","Max_received","Avg_received","Total_received","Stdev_received","Var_received","Min_sent","Max_sent","Avg_sent","Total_sent","Stdev_sent","Var_sent"
"7250",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7251",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7252",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7253",258,258,1,2,3.5e+08,3.5e+08,0,0.05,3.45,1.75,3.5,2.40416305603426,5.78,3.5,3.5,3.5,3.5,0,0
"7254",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7255",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7256",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7257",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7258",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7259",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7260",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7261",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7262",439,439,2,2,1.1e+07,1.1e+07,0,0.05,0.06,0.055,0.11,0.00707106781186548,5e-05,0.02,0.09,0.055,0.11,0.0494974746830583,0.00245
"7263",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7264",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7265",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7266",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7267",259,259,1,2,1e+07,1e+07,0,0.05,0.05,0.05,0.1,0,0,0.1,0.1,0.1,0.1,0,0
"7268",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7269",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7270",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7271",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7272",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7273",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7274",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7275",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7276",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7277",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7278",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7279",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7280",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7281",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7282",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7283",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7284",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7285",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7286",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7287",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7288",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7289",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7290",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7291",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7292",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7293",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7294",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7295",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7296",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7297",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7298",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7299",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7300",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7301",224,224,1,1,1e+06,1e+06,0,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0
"7302",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7303",224,224,1,1,1e+06,1e+06,0,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0
"7304",437,437,2,2,1.1025e+10,1.1025e+10,0,0.05,110.2,55.125,110.25,77.8878119476982,6066.51125,0.05,110.2,55.125,110.25,77.8878119476982,6066.51125
"7305",257,257,1,2,1.2108e+10,1.2108e+10,0,0.05,121.03,60.54,121.08,85.5457783879485,7318.0802,121.08,121.08,121.08,121.08,0,0
"7306",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7307",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7308",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7309",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7310",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7311",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7312",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7313",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7314",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7315",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7316",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7317",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7318",257,257,1,2,9e+06,9e+06,0,0.04,0.05,0.045,0.09,0.00707106781186548,5e-05,0.09,0.09,0.09,0.09,0,0
"7319",258,258,1,2,5e+06,5e+06,0,0.01,0.04,0.025,0.05,0.0212132034355964,0.00045,0.05,0.05,0.05,0.05,0,0
"7320",224,224,1,1,1e+06,1e+06,0,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0
"7321",223,223,1,1,1e+06,1e+06,0,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0
"7322",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7323",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7324",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7325",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7326",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7327",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7328",258,258,1,2,1e+07,1e+07,0,0.05,0.05,0.05,0.1,0,0,0.1,0.1,0.1,0.1,0,0
"7329",796,796,4,2,6.85e+08,6.85e+08,0,0.05,6.8,3.425,6.85,4.7729707730092,22.78125,0.25,5,1.7125,6.85,2.2129825274201,4.89729166666667
"7330",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7331",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7332",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7333",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7334",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7335",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7336",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7337",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7338",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7339",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7340",258,258,1,2,6e+06,6e+06,0,0.01,0.05,0.03,0.06,0.0282842712474619,8e-04,0.06,0.06,0.06,0.06,0,0
"7341",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7342",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7343",258,258,1,2,1e+07,1e+07,0,0.05,0.05,0.05,0.1,0,0,0.1,0.1,0.1,0.1,0,0
"7344",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7345",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7346",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7347",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7348",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7349",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7350",258,258,1,2,4e+07,4e+07,0,0.01,0.39,0.2,0.4,0.268700576850888,0.0722,0.4,0.4,0.4,0.4,0,0
"7351",258,258,1,2,4.5e+07,4.5e+07,0,0.02,0.43,0.225,0.45,0.289913780286484,0.08405,0.45,0.45,0.45,0.45,0,0
"7352",257,257,1,2,5e+07,5e+07,0,0.02,0.48,0.25,0.5,0.325269119345812,0.1058,0.5,0.5,0.5,0.5,0,0
"7353",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7354",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7355",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7356",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7357",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7358",222,222,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7359",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7360",942,942,5,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.01,0.01,0.01,0.05,0,0
"7361",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7362",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7363",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7364",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7365",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7366",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7367",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7368",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7369",258,258,1,2,1.0778e+10,1.0778e+10,0,0.05,107.73,53.89,107.78,76.1412581981674,5797.4912,107.78,107.78,107.78,107.78,0,0
"7370",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7371",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7372",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7373",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7374",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7375",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7376",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7377",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7378",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7379",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7380",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7381",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7382",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7383",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7384",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7385",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7386",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7387",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7388",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7389",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7390",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7391",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7392",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7393",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7394",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7395",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7396",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7397",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7398",944,944,5,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.01,0.01,0.01,0.05,0,0
"7399",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7400",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7401",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7402",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7403",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7404",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7405",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7406",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7407",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7408",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7409",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7410",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7411",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7412",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7413",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7414",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7415",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7416",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7417",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7418",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7419",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7420",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7421",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7422",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7423",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7424",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7425",257,257,1,2,2.2e+08,2.19e+08,1000000,0.05,2.14,1.095,2.19,1.47785317267988,2.18405,2.2,2.2,2.2,2.2,0,0
"7426",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7427",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7428",439,439,2,2,5e+07,5e+07,0,0.01,0.49,0.25,0.5,0.339411254969543,0.1152,0.01,0.49,0.25,0.5,0.339411254969543,0.1152
"7429",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7430",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7431",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7432",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7433",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7434",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7435",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7436",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7437",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7438",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7439",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7440",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7441",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7442",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7443",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7444",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7445",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7446",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7447",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7448",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7449",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7450",258,258,1,2,5e+07,4.9e+07,1000000,0.05,0.44,0.245,0.49,0.275771644662754,0.07605,0.5,0.5,0.5,0.5,0,0
"7451",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7452",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7453",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7454",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7455",223,223,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7456",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7457",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7458",225,225,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7459",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7460",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7461",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"7462",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
