"","txsize","txvirtualsize","txinputs_count","txoutputs_count","txinput_val","txoutput_val","txfee","Min_received","Max_received","Avg_received","Total_received","Stdev_received","Var_received","Min_sent","Max_sent","Avg_sent","Total_sent","Stdev_sent","Var_sent"
"12510",258,258,1,2,9.848e+09,9.848e+09,0,0.05,98.43,49.24,98.48,69.5651651331326,4839.3122,98.48,98.48,98.48,98.48,0,0
"12511",258,258,1,2,9.843e+09,9.843e+09,0,0.05,98.38,49.215,98.43,69.5298097940732,4834.39445,98.43,98.43,98.43,98.43,0,0
"12512",259,259,1,2,9.668e+09,9.668e+09,0,0.05,96.63,48.34,96.68,68.2923729269968,4663.8482,96.68,96.68,96.68,96.68,0,0
"12513",258,258,1,2,9.778e+09,9.778e+09,0,0.05,97.73,48.89,97.78,69.070190386302,4770.6912,97.78,97.78,97.78,97.78,0,0
"12514",259,259,1,2,1.1828e+10,1.1828e+10,0,0.05,118.23,59.14,118.28,83.5658794006262,6983.2562,118.28,118.28,118.28,118.28,0,0
"12515",258,258,1,2,1.0838e+10,1.0838e+10,0,0.05,108.33,54.19,108.38,76.5655222668794,5862.2792,108.38,108.38,108.38,108.38,0,0
"12516",259,259,1,2,1.0593e+10,1.0593e+10,0,0.05,105.88,52.965,105.93,74.8331106529723,5599.99445,105.93,105.93,105.93,105.93,0,0
"12517",257,257,1,2,1.1353e+10,1.1353e+10,0,0.05,113.48,56.765,113.53,80.2071221899901,6433.18245,113.53,113.53,113.53,113.53,0,0
"12518",258,258,1,2,1.1478e+10,1.1478e+10,0,0.05,114.73,57.39,114.78,81.0910056664733,6575.7512,114.78,114.78,114.78,114.78,0,0
"12519",258,258,1,2,1.1218e+10,1.1218e+10,0,0.05,112.13,56.09,112.18,79.2525280353882,6280.9632,112.18,112.18,112.18,112.18,0,0
"12520",258,258,1,2,1.1738e+10,1.1738e+10,0,0.05,117.33,58.69,117.38,82.9294832975583,6877.2992,117.38,117.38,117.38,117.38,0,0
"12521",258,258,1,2,1.1008e+10,1.1008e+10,0,0.05,110.03,55.04,110.08,77.7676037948965,6047.8002,110.08,110.08,110.08,110.08,0,0
"12522",259,259,1,2,1.0603e+10,1.0603e+10,0,0.05,105.98,53.015,106.03,74.903821331091,5610.58245,106.03,106.03,106.03,106.03,0,0
"12523",258,258,1,2,1.0508e+10,1.0508e+10,0,0.05,105.03,52.54,105.08,74.2320698889638,5510.4002,105.08,105.08,105.08,105.08,0,0
"12524",258,258,1,2,1.1273e+10,1.1273e+10,0,0.05,112.68,56.365,112.73,79.6414367650409,6342.75845,112.73,112.73,112.73,112.73,0,0
"12525",258,258,1,2,1.0578e+10,1.0578e+10,0,0.05,105.73,52.89,105.78,74.7270446357943,5584.1312,105.78,105.78,105.78,105.78,0,0
"12526",257,257,1,2,1.0568e+10,1.0568e+10,0,0.05,105.63,52.84,105.68,74.6563339576757,5573.5682,105.68,105.68,105.68,105.68,0,0
"12527",258,258,1,2,1.0573e+10,1.0573e+10,0,0.05,105.68,52.865,105.73,74.691689296735,5578.84845,105.73,105.73,105.73,105.73,0,0
"12528",258,258,1,2,1.1053e+10,1.1053e+10,0,0.05,110.48,55.265,110.53,78.0858018464304,6097.39245,110.53,110.53,110.53,110.53,0,0
"12529",259,259,1,2,1.0668e+10,1.0668e+10,0,0.05,106.63,53.34,106.68,75.3634407388622,5679.6482,106.68,106.68,106.68,106.68,0,0
"12530",259,259,1,2,1.0863e+10,1.0863e+10,0,0.05,108.58,54.315,108.63,76.742298962176,5889.38045,108.63,108.63,108.63,108.63,0,0
"12531",259,259,1,2,1.0583e+10,1.0583e+10,0,0.05,105.78,52.915,105.83,74.7623999748537,5589.41645,105.83,105.83,105.83,105.83,0,0
"12532",258,258,1,2,1.0613e+10,1.0613e+10,0,0.05,106.08,53.065,106.13,74.9745320092096,5621.18045,106.13,106.13,106.13,106.13,0,0
"12533",258,258,1,2,1.0743e+10,1.0743e+10,0,0.05,107.38,53.715,107.43,75.8937708247522,5759.86445,107.43,107.43,107.43,107.43,0,0
"12534",259,259,1,2,1.0643e+10,1.0643e+10,0,0.05,106.38,53.215,106.43,75.1866640435656,5653.03445,106.43,106.43,106.43,106.43,0,0
"12535",259,259,1,2,1.0728e+10,1.0728e+10,0,0.05,107.23,53.64,107.28,75.7877048075742,5743.7762,107.28,107.28,107.28,107.28,0,0
"12536",258,258,1,2,1.1633e+10,1.1633e+10,0,0.05,116.28,58.165,116.33,82.1870211773124,6754.70645,116.33,116.33,116.33,116.33,0,0
"12537",259,259,1,2,1.1313e+10,1.1313e+10,0,0.05,113.08,56.565,113.13,79.9242794775155,6387.89045,113.13,113.13,113.13,113.13,0,0
"12538",258,258,1,2,1.1203e+10,1.1203e+10,0,0.05,111.98,56.015,112.03,79.1464620182103,6264.16245,112.03,112.03,112.03,112.03,0,0
"12539",258,258,1,2,1.0788e+10,1.0788e+10,0,0.05,107.83,53.94,107.88,76.2119688762861,5808.2642,107.88,107.88,107.88,107.88,0,0
"12540",258,258,1,2,1.0978e+10,1.0978e+10,0,0.05,109.73,54.89,109.78,77.5554717605405,6014.8512,109.78,109.78,109.78,109.78,0,0
"12541",258,258,1,2,1.1998e+10,1.1998e+10,0,0.05,119.93,59.99,119.98,84.7679609286433,7185.6072,119.98,119.98,119.98,119.98,0,0
"12542",259,259,1,2,1.1938e+10,1.1938e+10,0,0.05,119.33,59.69,119.38,84.3436968599314,7113.8592,119.38,119.38,119.38,119.38,0,0
"12543",224,224,1,1,5e+07,5e+07,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0
"12544",1843,1843,10,1,5e+07,5e+07,0,0.5,0.5,0.5,0.5,0,0,0.05,0.05,0.05,0.5,0,0
"12545",259,259,1,2,1.1783e+10,1.1783e+10,0,0.05,117.78,58.915,117.83,83.2476813490922,6930.17645,117.83,117.83,117.83,117.83,0,0
"12546",257,257,1,2,1.1178e+10,1.1178e+10,0,0.05,111.73,55.89,111.78,78.9696853229136,6236.2112,111.78,111.78,111.78,111.78,0,0
"12547",258,258,1,2,1.1848e+10,1.1848e+10,0,0.05,118.43,59.24,118.48,83.7073007568635,7006.9122,118.48,118.48,118.48,118.48,0,0
"12548",257,257,1,2,9.633e+09,9.633e+09,0,0.05,96.28,48.165,96.33,68.0448855535815,4630.10645,96.33,96.33,96.33,96.33,0,0
"12549",258,258,1,2,1.0818e+10,1.0818e+10,0,0.05,108.13,54.09,108.18,76.4241009106421,5840.6432,108.18,108.18,108.18,108.18,0,0
"12550",258,258,1,2,1.0463e+10,1.0463e+10,0,0.05,104.58,52.315,104.63,73.9138718374298,5463.26045,104.63,104.63,104.63,104.63,0,0
"12551",258,258,1,2,9.588e+09,9.588e+09,0,0.05,95.83,47.94,95.88,67.7266875020475,4586.9042,95.88,95.88,95.88,95.88,0,0
"12552",258,258,1,2,1.1933e+10,1.1933e+10,0,0.05,119.28,59.665,119.33,84.3083415208721,7107.89645,119.33,119.33,119.33,119.33,0,0
"12553",257,257,1,2,1.0663e+10,1.0663e+10,0,0.05,106.58,53.315,106.63,75.3280853998029,5674.32045,106.63,106.63,106.63,106.63,0,0
"12554",259,259,1,2,1.1078e+10,1.1078e+10,0,0.05,110.73,55.39,110.78,78.2625785417271,6125.0312,110.78,110.78,110.78,110.78,0,0
"12555",257,257,1,2,1.2243e+10,1.2243e+10,0,0.05,122.38,61.215,244.86,70.6272584299669,4988.20963333333,122.43,122.43,122.43,244.86,0,0
"12556",258,258,1,2,1.2018e+10,1.2018e+10,0,0.05,120.13,60.09,120.18,84.9093822848806,7209.6032,120.18,120.18,120.18,120.18,0,0
"12557",258,258,1,2,2.33e+08,2.33e+08,0,0.05,2.28,1.165,2.33,1.576848122046,2.48645,2.33,2.33,2.33,2.33,0,0
"12558",259,259,1,2,6.8e+07,6.8e+07,0,0.05,0.63,0.34,0.68,0.410121933088198,0.1682,0.68,0.68,0.68,0.68,0,0
"12559",257,257,1,2,1.2098e+10,1.2098e+10,0,0.05,120.93,60.49,120.98,85.4750677098299,7305.9872,120.98,120.98,120.98,120.98,0,0
"12560",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"12561",259,259,1,2,1.1868e+10,1.1868e+10,0,0.05,118.63,59.34,118.68,83.8487221131008,7030.6082,118.68,118.68,118.68,118.68,0,0
"12562",257,257,1,2,1.2208e+10,1.2208e+10,0,0.05,122.03,61.04,122.08,86.2528851691351,7439.5602,122.08,122.08,122.08,122.08,0,0
"12563",258,258,1,2,1.0808e+10,1.0808e+10,0,0.05,108.03,54.04,108.08,76.3533902325234,5829.8402,108.08,108.08,108.08,108.08,0,0
"12564",257,257,1,2,1.1733e+10,1.1733e+10,0,0.05,117.28,58.665,117.33,82.894127958499,6871.43645,117.33,117.33,117.33,117.33,0,0
"12565",259,259,1,2,9.573e+09,9.573e+09,0,0.05,95.68,47.865,95.73,67.6206214848695,4572.54845,95.73,95.73,95.73,95.73,0,0
"12566",258,258,1,2,1.0983e+10,1.0983e+10,0,0.05,109.78,54.915,109.83,77.5908270995999,6020.33645,109.83,109.83,109.83,109.83,0,0
"12567",258,258,1,2,1.0383e+10,1.0383e+10,0,0.05,103.78,51.915,103.83,73.3481864124806,5379.95645,103.83,103.83,103.83,103.83,0,0
"12568",257,257,1,2,1.1418e+10,1.1418e+10,0,0.05,114.13,57.09,114.18,80.6667415977613,6507.1232,114.18,114.18,114.18,114.18,0,0
"12569",258,258,1,2,1.1468e+10,1.1468e+10,0,0.05,114.63,57.34,114.68,81.0202949883546,6564.2882,114.68,114.68,114.68,114.68,0,0
"12570",257,257,1,2,1.0388e+10,1.0388e+10,0,0.05,103.83,51.94,103.88,73.3835417515399,5385.1442,103.88,103.88,103.88,103.88,0,0
"12571",258,258,1,2,1.0543e+10,1.0543e+10,0,0.05,105.38,52.715,105.43,74.479557262379,5547.20445,105.43,105.43,105.43,105.43,0,0
"12572",258,258,1,2,1.1643e+10,1.1643e+10,0,0.05,116.38,58.215,116.43,82.2577318554311,6766.33445,116.43,116.43,116.43,116.43,0,0
"12573",257,257,1,2,1.1718e+10,1.1718e+10,0,0.05,117.13,58.59,117.18,82.788061941321,6853.8632,117.18,117.18,117.18,117.18,0,0
"12574",257,257,1,2,1.1723e+10,1.1723e+10,0,0.05,117.18,58.615,117.23,82.8234172803803,6859.71845,117.23,117.23,117.23,117.23,0,0
"12575",258,258,1,2,1.1173e+10,1.1173e+10,0,0.05,111.68,55.865,111.73,78.9343299838543,6230.62845,111.73,111.73,111.73,111.73,0,0
"12576",258,258,1,2,1.1248e+10,1.1248e+10,0,0.05,112.43,56.24,112.48,79.4646600697442,6314.6322,112.48,112.48,112.48,112.48,0,0
"12577",258,258,1,2,1.1798e+10,1.1798e+10,0,0.05,117.93,58.99,117.98,83.3537473662702,6947.8472,117.98,117.98,117.98,117.98,0,0
"12578",258,258,1,2,1.1238e+10,1.1238e+10,0,0.05,112.33,56.19,112.38,79.3939493916256,6303.3992,112.38,112.38,112.38,112.38,0,0
"12579",258,258,1,2,1.1308e+10,1.1308e+10,0,0.05,113.03,56.54,113.08,79.8889241384561,6382.2402,113.08,113.08,113.08,113.08,0,0
"12580",258,258,1,2,1.1038e+10,1.1038e+10,0,0.05,110.33,55.19,110.38,77.9797358292525,6080.8392,110.38,110.38,110.38,110.38,0,0
"12581",258,258,1,2,1.1373e+10,1.1373e+10,0,0.05,113.68,56.865,113.73,80.3485435462274,6455.88845,113.73,113.73,113.73,113.73,0,0
"12582",257,257,1,2,4.147e+09,4.147e+09,0,0.01,41.46,20.735,41.47,29.3095760801824,859.05125,41.47,41.47,41.47,41.47,0,0
"12583",258,258,1,2,1.587e+09,1.587e+09,0,0.01,15.86,7.935,15.87,11.2076424818068,125.61125,15.87,15.87,15.87,15.87,0,0
"12584",258,258,1,2,2.237e+09,2.237e+09,0,0.01,22.36,11.185,22.37,15.8038365595193,249.76125,22.37,22.37,22.37,22.37,0,0
"12585",258,258,1,2,3.261e+09,3.261e+09,0,0.01,32.6,16.305,32.61,23.0446099988696,531.05405,32.61,32.61,32.61,32.61,0,0
"12586",258,258,1,2,4.285e+09,4.285e+09,0,0.01,42.84,21.425,42.85,30.2853834382198,917.20445,42.85,42.85,42.85,42.85,0,0
"12587",225,225,1,1,7e+08,7e+08,0,7,7,7,7,0,0,7,7,7,7,0,0
"12588",436,436,2,2,7.5e+08,7.5e+08,0,0.5,7,3.75,7.5,4.59619407771256,21.125,0.5,7,3.75,7.5,4.59619407771256,21.125
"12589",224,224,1,1,7e+08,7e+08,0,7,7,7,7,0,0,7,7,7,7,0,0
"12590",257,257,1,2,8e+08,8e+08,0,1,7,4,8,4.24264068711928,18,8,8,8,8,0,0
"12591",257,257,1,2,1.52e+11,1.52e+11,0,5,1515,760,1520,1067.73123959169,1140050,1520,1520,1520,1520,0,0
"12592",224,224,1,1,2e+08,2e+08,0,2,2,2,2,0,0,2,2,2,2,0,0
"12593",225,225,1,1,5e+08,5e+08,0,5,5,5,5,0,0,5,5,5,5,0,0
"12594",192,192,1,2,5.001e+09,5.001e+09,0,7,43.01,25.005,50.01,25.4629151905276,648.36005,50.01,50.01,50.01,50.01,0,0
"12595",225,225,1,1,7e+08,7e+08,0,7,7,7,7,0,0,7,7,7,7,0,0
"12596",1124,1124,6,1,7e+08,7e+08,0,7,7,7,7,0,0,0.01,4,1.166666667,7,1.68540400695699,2.84058666666667
"12597",439,439,2,2,8e+08,8e+08,0,1,7,4,8,4.24264068711928,18,2,6,4,8,2.82842712474619,8
"12598",224,224,1,1,7e+08,7e+08,0,7,7,7,7,0,0,7,7,7,7,0,0
"12599",224,224,1,1,3e+06,3e+06,0,0.03,0.03,0.03,0.03,0,0,0.03,0.03,0.03,0.03,0,0
"12600",224,224,1,1,1.5e+07,1.5e+07,0,0.15,0.15,0.15,0.15,0,0,0.15,0.15,0.15,0.15,0,0
"12601",763,763,4,1,2.63e+08,2.5e+08,13000000,2.5,2.5,2.5,2.5,0,0,0.02,2.5,0.6575,2.63,1.22845092155392,1.50909166666667
"12602",258,258,1,2,1.725e+09,1.725e+09,0,0.01,17.24,8.625,17.25,12.1834498398442,148.43645,17.25,17.25,17.25,17.25,0,0
"12603",258,258,1,2,3.773e+09,3.773e+09,0,0.01,37.72,18.865,37.73,26.6649967185447,711.02205,37.73,37.73,37.73,37.73,0,0
"12604",258,258,1,2,4.797e+09,4.797e+09,0,0.01,47.96,23.985,47.97,33.905770157895,1149.60125,47.97,47.97,47.97,47.97,0,0
"12605",258,258,1,2,2.375e+09,2.375e+09,0,0.01,23.74,11.875,23.75,16.7796439175568,281.55645,23.75,23.75,23.75,23.75,0,0
"12606",258,258,1,2,3.399e+09,3.399e+09,0,0.01,33.98,16.995,33.99,24.020417356907,576.98045,33.99,33.99,33.99,33.99,0,0
"12607",259,259,1,2,4.423e+09,4.423e+09,0,0.01,44.22,22.115,44.23,31.2611907962573,977.26205,44.23,44.23,44.23,44.23,0,0
"12608",259,259,1,2,1.863e+09,1.863e+09,0,0.01,18.62,9.315,18.63,13.1592571978816,173.16605,18.63,18.63,18.63,18.63,0,0
"12609",259,259,1,2,2.887e+09,2.887e+09,0,0.01,28.86,14.435,28.87,20.4000306372319,416.16125,28.87,28.87,28.87,28.87,0,0
"12610",224,224,1,1,5e+06,5e+06,0,0.05,0.05,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0,0
"12611",257,257,1,2,1.351e+09,1.351e+09,0,0.01,13.5,6.755,13.51,9.53887047820653,90.99005,13.51,13.51,13.51,13.51,0,0
"12612",258,258,1,2,6.987e+09,6.987e+09,0,0.05,69.82,34.935,69.87,49.3348401233854,2433.92645,69.87,69.87,69.87,69.87,0,0
"12613",258,258,1,2,4.561e+09,4.561e+09,0,0.01,45.6,22.805,45.61,32.2369981542947,1039.22405,45.61,45.61,45.61,45.61,0,0
"12614",404,404,2,1,2e+09,2e+09,0,20,20,20,20,0,0,10,10,10,20,0,0
"12615",257,257,1,2,1.495e+11,1.495e+11,0,5,1490,747.5,1495,1050.05357006202,1102612.5,1495,1495,1495,1495,0,0
"12616",259,259,1,2,1.565e+11,1.565e+11,0,5,1560,782.5,3130,897.779668589868,806008.333333333,1565,1565,1565,3130,0,0
"12617",259,259,1,2,1.53e+11,1.53e+11,0,5,1525,765,1530,1074.80230740355,1155200,1530,1530,1530,1530,0,0
"12618",258,258,1,2,1.31e+11,1.31e+11,0,5,1305,655,1310,919.238815542512,845000,1310,1310,1310,1310,0,0
"12619",258,258,1,2,5.5e+09,5.5e+09,0,5,50,27.5,55,31.8198051533946,1012.5,55,55,55,55,0,0
"12620",257,257,1,2,1.555e+11,1.555e+11,0,5,1550,777.5,1555,1092.47997693322,1193512.5,1555,1555,1555,1555,0,0
"12621",257,257,1,2,1.515e+11,1.515e+11,0,5,1510,757.5,1515,1064.19570568575,1132512.5,1515,1515,1515,1515,0,0
"12622",405,405,2,1,1e+09,1e+09,0,10,10,10,10,0,0,5,5,5,10,0,0
"12623",404,404,2,1,1e+09,1e+09,0,10,10,10,10,0,0,5,5,5,10,0,0
"12624",259,259,1,2,2.21e+09,2.21e+09,0,2.1,20,11.05,22.1,12.6572113832392,160.205,22.1,22.1,22.1,22.1,0,0
"12625",258,258,1,2,3e+09,3e+09,0,10,20,15,30,7.07106781186548,50,30,30,30,30,0,0
"12626",766,766,4,1,2e+09,2e+09,0,20,20,20,40,0,0,5,5,5,40,0,0
"12627",225,225,1,1,2e+09,2e+09,0,20,20,20,20,0,0,20,20,20,20,0,0
"12628",762,762,4,1,2e+09,2e+09,0,20,20,20,40,0,0,5,5,5,40,0,0
"12629",258,258,1,2,2.5e+09,2.5e+09,0,5,20,12.5,25,10.6066017177982,112.5,25,25,25,25,0,0
"12630",1125,1125,6,1,1.6e+08,1.6e+08,0,1.6,1.6,1.6,1.6,0,0,0.01,1,0.266666667,1.6,0.390521019494043,0.152506666666667
"12631",225,225,1,1,1e+08,1e+08,0,1,1,1,1,0,0,1,1,1,1,0,0
"12632",259,259,1,2,1.3271e+10,1.3271e+10,0,20,112.71,66.355,132.71,65.5558696838048,4297.57205,132.71,132.71,132.71,132.71,0,0
"12633",257,257,1,2,2.5e+09,2.5e+09,0,5,20,12.5,25,10.6066017177982,112.5,25,25,25,25,0,0
"12634",257,257,1,2,4.9e+09,4.9e+09,0,20,29,24.5,49,6.36396103067893,40.5,49,49,49,49,0,0
"12635",193,193,1,2,5e+09,5e+09,0,20,30,25,50,7.07106781186548,50,50,50,50,50,0,0
"12636",2026,2026,11,1,2e+09,2e+09,0,20,20,20,20,0,0,0.5,10,1.818181818,20,3.02714987465708,9.16363636363636
"12637",257,257,1,2,5e+09,5e+09,0,20,30,25,50,7.07106781186548,50,50,50,50,50,0,0
"12638",223,223,1,1,2e+09,2e+09,0,20,20,20,20,0,0,20,20,20,20,0,0
"12639",225,225,1,1,2e+09,2e+09,0,20,20,20,20,0,0,20,20,20,20,0,0
"12640",258,258,1,2,2.5e+09,2.5e+09,0,5,20,12.5,25,10.6066017177982,112.5,25,25,25,25,0,0
"12641",405,405,2,1,2e+09,2e+09,0,20,20,20,20,0,0,10,10,10,20,0,0
"12642",234,234,1,2,3e+09,3e+09,0,10,20,15,30,7.07106781186548,50,30,30,30,30,0,0
"12643",258,258,1,2,3e+09,3e+09,0,10,20,15,30,7.07106781186548,50,30,30,30,30,0,0
"12644",258,258,1,2,2.5e+09,2.5e+09,0,5,20,12.5,25,10.6066017177982,112.5,25,25,25,25,0,0
"12645",257,257,1,2,6.822e+09,6.822e+09,0,0.05,68.17,34.11,68.22,48.1681139344276,2320.1672,68.22,68.22,68.22,68.22,0,0
"12646",258,258,1,2,7.192e+09,7.192e+09,0,0.05,71.87,35.96,71.92,50.7844090248178,2579.0562,71.92,71.92,71.92,71.92,0,0
"12647",257,257,1,2,6.722e+09,6.722e+09,0,0.05,67.17,33.61,67.22,47.4610071532411,2252.5472,67.22,67.22,67.22,67.22,0,0
"12648",258,258,1,2,7.112e+09,7.112e+09,0,0.05,71.07,35.56,71.12,50.2187235998686,2521.9202,71.12,71.12,71.12,71.12,0,0
"12649",259,259,1,2,8e+07,8e+07,0,0.05,0.75,0.4,0.8,0.494974746830583,0.245,0.8,0.8,0.8,0.8,0,0
"12650",257,257,1,2,6.697e+09,6.697e+09,0,0.05,66.92,33.485,66.97,47.2842304579444,2235.79845,66.97,66.97,66.97,66.97,0,0
"12651",257,257,1,2,6.632e+09,6.632e+09,0,0.05,66.27,33.16,66.32,46.8246110501732,2192.5442,66.32,66.32,66.32,66.32,0,0
"12652",259,259,1,2,7.102e+09,7.102e+09,0,0.05,70.97,35.51,71.02,50.1480129217499,2514.8232,71.02,71.02,71.02,71.02,0,0
"12653",258,258,1,2,6.852e+09,6.852e+09,0,0.05,68.47,34.26,68.52,48.3802459687836,2340.6482,68.52,68.52,68.52,68.52,0,0
"12654",259,259,1,2,6.622e+09,6.622e+09,0,0.05,66.17,33.11,66.22,46.7539003720545,2185.9272,66.22,66.22,66.22,66.22,0,0
"12655",258,258,1,2,6.972e+09,6.972e+09,0,0.05,69.67,34.86,69.72,49.2287741062074,2423.4722,69.72,69.72,69.72,69.72,0,0
"12656",259,259,1,2,7.262e+09,7.262e+09,0,0.05,72.57,36.31,72.62,51.2793837716484,2629.5752,72.62,72.62,72.62,72.62,0,0
"12657",259,259,1,2,7.292e+09,7.292e+09,0,0.05,72.87,36.46,72.92,51.4915158060044,2651.3762,72.92,72.92,72.92,72.92,0,0
"12658",258,258,1,2,7.312e+09,7.312e+09,0,0.05,73.07,36.56,73.12,51.6329371622417,2665.9602,73.12,73.12,73.12,73.12,0,0
"12659",259,259,1,2,7.027e+09,7.027e+09,0,0.05,70.22,35.135,70.27,49.61768283586,2461.91445,70.27,70.27,70.27,70.27,0,0
"12660",258,258,1,2,7.267e+09,7.267e+09,0,0.05,72.62,36.335,72.67,51.3147391107077,2633.20245,72.67,72.67,72.67,72.67,0,0
"12661",257,257,1,2,6.537e+09,6.537e+09,0,0.05,65.32,32.685,65.37,46.152859608046,2130.08645,65.37,65.37,65.37,65.37,0,0
"12662",259,259,1,2,7.052e+09,7.052e+09,0,0.05,70.47,35.26,70.52,49.7944595311567,2479.4882,70.52,70.52,70.52,70.52,0,0
"12663",258,258,1,2,6.732e+09,6.732e+09,0,0.05,67.27,33.66,67.32,47.5317178313597,2259.2642,67.32,67.32,67.32,67.32,0,0
"12664",259,259,1,2,6.752e+09,6.752e+09,0,0.05,67.47,33.76,67.52,47.673139187597,2272.7282,67.52,67.52,67.52,67.52,0,0
"12665",258,258,1,2,6.902e+09,6.902e+09,0,0.05,68.97,34.51,69.02,48.7337993593769,2374.9832,69.02,69.02,69.02,69.02,0,0
"12666",257,257,1,2,7.272e+09,7.272e+09,0,0.05,72.67,36.36,72.72,51.3500944497671,2636.8322,72.72,72.72,72.72,72.72,0,0
"12667",257,257,1,2,4.05e+10,4.05e+10,0,5,400,202.5,405,279.307178568686,78012.5,405,405,405,405,0,0
"12668",257,257,1,2,6.942e+09,6.942e+09,0,0.05,69.37,34.71,69.42,49.0166420718515,2402.6312,69.42,69.42,69.42,69.42,0,0
"12669",225,225,1,1,5e+08,5e+08,0,5,5,5,10,0,0,5,5,5,10,0,0
"12670",257,257,1,2,7.212e+09,7.212e+09,0,0.05,72.07,36.06,72.12,50.9258303810551,2593.4402,72.12,72.12,72.12,72.12,0,0
"12671",257,257,1,2,7.122e+09,7.122e+09,0,0.05,71.17,35.61,71.22,50.2894342779873,2529.0272,71.22,71.22,71.22,71.22,0,0
"12672",259,259,1,2,1.3e+08,1.3e+08,0,0.05,1.25,0.65,1.3,0.848528137423857,0.72,1.3,1.3,1.3,1.3,0,0
"12673",258,258,1,2,6.792e+09,6.792e+09,0,0.05,67.87,33.96,67.92,47.9559819000716,2299.7762,67.92,67.92,67.92,67.92,0,0
"12674",258,258,1,2,6.592e+09,6.592e+09,0,0.05,65.87,32.96,65.92,46.5417683376986,2166.1362,65.92,65.92,65.92,65.92,0,0
"12675",259,259,1,2,7.042e+09,7.042e+09,0,0.05,70.37,35.21,70.42,49.723748853038,2472.4512,70.42,70.42,70.42,70.42,0,0
"12676",258,258,1,2,6.512e+09,6.512e+09,0,0.05,65.07,32.56,65.12,45.9760829127493,2113.8002,65.12,65.12,65.12,65.12,0,0
"12677",258,258,1,2,7.252e+09,7.252e+09,0,0.05,72.47,36.26,72.52,51.2086730935298,2622.3282,72.52,72.52,72.52,72.52,0,0
"12678",258,258,1,2,6.962e+09,6.962e+09,0,0.05,69.57,34.81,69.62,49.1580634280888,2416.5152,69.62,69.62,69.62,69.62,0,0
"12679",258,258,1,2,7.372e+09,7.372e+09,0,0.05,73.67,36.86,73.72,52.0572012309536,2709.9522,73.72,73.72,73.72,73.72,0,0
"12680",259,259,1,2,7.302e+09,7.302e+09,0,0.05,72.97,36.51,73.02,51.562226484123,2658.6632,73.02,73.02,73.02,73.02,0,0
"12681",257,257,1,2,7.132e+09,7.132e+09,0,0.05,71.27,35.66,71.32,50.3601449561059,2536.1442,71.32,71.32,71.32,71.32,0,0
"12682",259,259,1,2,6.662e+09,6.662e+09,0,0.05,66.57,33.31,66.62,47.0367430845291,2212.4552,66.62,66.62,66.62,66.62,0,0
"12683",258,258,1,2,9e+07,9e+07,0,0.05,0.85,0.45,0.9,0.565685424949238,0.32,0.9,0.9,0.9,0.9,0,0
"12684",259,259,1,2,7.172e+09,7.172e+09,0,0.05,71.67,35.86,71.72,50.6429876685805,2564.7122,71.72,71.72,71.72,71.72,0,0
"12685",258,258,1,2,6.857e+09,6.857e+09,0,0.05,68.52,34.285,68.57,48.4156013078429,2344.07045,68.57,68.57,68.57,68.57,0,0
"12686",258,258,1,2,6.922e+09,6.922e+09,0,0.05,69.17,34.61,69.22,48.8752207156142,2388.7872,69.22,69.22,69.22,69.22,0,0
"12687",257,257,1,2,6.612e+09,6.612e+09,0,0.05,66.07,33.06,66.12,46.6831896939359,2179.3202,66.12,66.12,66.12,66.12,0,0
"12688",257,257,1,2,2.1e+08,2.1e+08,0,0.05,2.05,1.05,2.1,1.4142135623731,2,2.1,2.1,2.1,2.1,0,0
"12689",258,258,1,2,1.1e+08,1.1e+08,0,0.05,1.05,0.55,1.1,0.707106781186548,0.5,1.1,1.1,1.1,1.1,0,0
"12690",258,258,1,2,7.147e+09,7.147e+09,0,0.05,71.42,35.735,71.47,50.4662109732839,2546.83845,71.47,71.47,71.47,71.47,0,0
"12691",257,257,1,2,6.572e+09,6.572e+09,0,0.05,65.67,32.86,65.72,46.4003469814612,2152.9922,65.72,65.72,65.72,65.72,0,0
"12692",259,259,1,2,7.162e+09,7.162e+09,0,0.05,71.57,35.81,71.62,50.5722769904619,2557.5552,71.62,71.62,71.62,71.62,0,0
"12693",257,257,1,2,7.342e+09,7.342e+09,0,0.05,73.37,36.71,73.42,51.8450691965977,2687.9112,73.42,73.42,73.42,73.42,0,0
"12694",259,259,1,2,6.912e+09,6.912e+09,0,0.05,69.07,34.56,69.12,48.8045100374955,2381.8802,69.12,69.12,69.12,69.12,0,0
"12695",258,258,1,2,6.982e+09,6.982e+09,0,0.05,69.77,34.91,69.82,49.2994847843261,2430.4392,69.82,69.82,69.82,69.82,0,0
"12696",258,258,1,2,1.9e+08,1.9e+08,0,0.05,1.85,0.95,1.9,1.27279220613579,1.62,1.9,1.9,1.9,1.9,0,0
"12697",258,258,1,2,7.332e+09,7.332e+09,0,0.05,73.27,36.66,73.32,51.774358518479,2680.5842,73.32,73.32,73.32,73.32,0,0
"12698",258,258,1,2,7.352e+09,7.352e+09,0,0.05,73.47,36.76,73.52,51.9157798747163,2695.2482,73.52,73.52,73.52,73.52,0,0
