,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
74,256094.89,139319.55,0.0,0.0,0.0,392081.66,781240.1,0.0,0.0,638337.06,601819.6,521068.6,241397.23,57664.773,280810.8,771227.8
75,3238601.5,1611438.8,0.0,0.0,0.0,4561960.0,9956015.0,0.0,0.0,7775874.5,7482005.5,6283345.0,2608738.2,1210174.5,3381382.5,9723276.0
76,469604.06,255471.3,0.0,0.0,0.0,718964.0,1432568.2,0.0,0.0,1170524.4,1103561.8,955488.56,442651.72,105741.18,514924.62,1414208.8
77,519125.53,282393.3,0.0,0.0,0.0,794764.3,1583627.0,0.0,0.0,1293917.6,1219890.6,1056222.8,489301.97,116914.125,569185.4,1563340.6
78,19244760.0,10381927.0,0.0,0.0,0.0,29237526.0,58749464.0,0.0,0.0,47795596.0,45145840.0,38980268.0,17885460.0,4608055.5,21000610.0,57938400.0
79,4202317.5,2285548.2,0.0,0.0,0.0,6433220.5,12819200.0,0.0,0.0,10473264.0,9873945.0,8549528.0,3960229.5,946928.44,4606629.0,12655192.0
80,573465900.0,311901300.0,0.0,0.0,0.0,877884100.0,1749360300.0,0.0,0.0,1429188500.0,1347418000.0,1166675500.0,540422800.0,129244776.0,628616770.0,1726991600.0
81,479772.94,260987.16,0.0,0.0,0.0,734517.75,1463579.9,0.0,0.0,1195833.8,1127418.4,976156.5,452211.84,108050.086,526040.06,1444830.9
82,479772.94,260987.16,0.0,0.0,0.0,734517.75,1463579.9,0.0,0.0,1195833.8,1127418.4,976156.5,452211.84,108050.086,526040.06,1444830.9
83,3472393.2,1888564.4,0.0,0.0,0.0,5315802.0,10592563.0,0.0,0.0,8654117.0,8158897.5,7064519.5,3272364.8,782444.75,3806489.8,10457040.0
84,6186081.5,3364495.0,0.0,0.0,0.0,9470133.0,18870698.0,0.0,0.0,15417366.0,14535134.0,12585484.0,5829747.5,1393913.0,6781299.5,18629256.0
85,57501524.0,31273314.0,0.0,0.0,0.0,88027140.0,175408540.0,0.0,0.0,143307540.0,135106800.0,116984980.0,54188176.0,12957707.0,63032736.0,173164620.0
86,1847185.6,1004672.6,0.0,0.0,0.0,2827835.5,5634868.5,0.0,0.0,4603733.0,4340298.5,3758100.8,1740819.0,416199.47,2024969.9,5562762.0
87,3329789.0,1811036.0,0.0,0.0,0.0,5097522.0,10157566.0,0.0,0.0,8298782.0,7823905.0,6774437.0,3138024.0,750273.4,3650232.2,10027592.0
